pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url
713,Avalugg,Ice,,95,117,184,44,46,28,514,2.0,505.0,180,own-tempo|ice-body|sturdy,sturdy,gen-vi,False,False,False,blue,quadruped,monster|mineral,,medium,55,70,Iceberg Pokémon,366,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
714,Noibat,Flying,Dragon,40,30,35,45,40,55,245,0.5,8.0,49,frisk|infiltrator|telepathy,telepathy,gen-vi,False,False,False,purple,wings,flying|dragon,,medium,190,70,Sound Wave Pokémon,367,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
715,Noivern,Flying,Dragon,85,70,80,97,80,123,535,1.5,85.0,187,frisk|infiltrator|telepathy,telepathy,gen-vi,False,False,False,purple,wings,flying|dragon,,medium,45,70,Sound Wave Pokémon,367,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
716,Xerneas,Fairy,,126,131,95,131,98,99,680,3.0,215.0,306,fairy-aura,,gen-vi,True,False,False,blue,quadruped,no-eggs,,slow,45,0,Life Pokémon,368,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
717,Yveltal,Dark,Flying,126,131,95,131,98,99,680,5.8,203.0,306,dark-aura,,gen-vi,True,False,False,red,wings,no-eggs,,slow,45,0,Destruction Pokémon,369,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
718,Zygarde-50,Dragon,Ground,108,100,121,81,95,95,600,5.0,305.0,270,aura-break,,gen-vi,True,False,False,green,squiggle,no-eggs,,slow,3,0,Order Pokémon,370,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
719,Diancie,Rock,Fairy,50,100,150,100,150,50,600,0.7,8.8,270,clear-body,,gen-vi,False,True,False,pink,arms,no-eggs,,slow,3,70,Jewel Pokémon,371,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
720,Hoopa,Psychic,Ghost,80,110,60,150,130,70,600,0.5,9.0,270,magician,,gen-vi,False,True,False,purple,arms,no-eggs,,slow,3,100,Mischief Pokémon,372,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
721,Volcanion,Fire,Water,80,110,120,130,90,70,600,1.7,195.0,270,water-absorb,,gen-vi,False,True,False,brown,quadruped,no-eggs,,slow,3,100,Steam Pokémon,373,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
722,Rowlet,Grass,Flying,68,55,55,50,50,42,320,0.3,1.5,64,overgrow|long-reach,long-reach,gen-vii,False,False,False,brown,wings,flying,,medium-slow,45,70,Grass Quill Pokémon,374,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
723,Dartrix,Grass,Flying,78,75,75,70,70,52,420,0.7,16.0,147,overgrow|long-reach,long-reach,gen-vii,False,False,False,brown,wings,flying,,medium-slow,45,70,Blade Quill Pokémon,374,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
724,Decidueye,Grass,Ghost,78,107,75,100,100,70,530,1.6,36.6,239,overgrow|long-reach,long-reach,gen-vii,False,False,False,brown,wings,flying,,medium-slow,45,70,Arrow Quill Pokémon,374,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
725,Litten,Fire,,45,65,40,60,40,70,320,0.4,4.3,64,blaze|intimidate,intimidate,gen-vii,False,False,False,red,quadruped,ground,,medium-slow,45,70,Fire Cat Pokémon,375,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
726,Torracat,Fire,,65,85,50,80,50,90,420,0.7,25.0,147,blaze|intimidate,intimidate,gen-vii,False,False,False,red,quadruped,ground,,medium-slow,45,70,Fire Cat Pokémon,375,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
727,Incineroar,Fire,Dark,95,115,90,80,90,60,530,1.8,83.0,239,blaze|intimidate,intimidate,gen-vii,False,False,False,red,upright,ground,,medium-slow,45,70,Heel Pokémon,375,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
728,Popplio,Water,,50,54,54,66,56,40,320,0.4,7.5,64,torrent|liquid-voice,liquid-voice,gen-vii,False,False,False,blue,fish,water1|ground,,medium-slow,45,70,Sea Lion Pokémon,376,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
729,Brionne,Water,,60,69,69,91,81,50,420,0.6,17.5,147,torrent|liquid-voice,liquid-voice,gen-vii,False,False,False,blue,fish,water1|ground,,medium-slow,45,70,Pop Star Pokémon,376,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
730,Primarina,Water,Fairy,80,74,74,126,116,60,530,1.8,44.0,239,torrent|liquid-voice,liquid-voice,gen-vii,False,False,False,blue,fish,water1|ground,,medium-slow,45,70,Soloist Pokémon,376,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
731,Pikipek,Normal,Flying,35,75,30,30,30,65,265,0.3,1.2,53,keen-eye|skill-link|pickup,pickup,gen-vii,False,False,False,black,wings,flying,,medium,255,70,Woodpecker Pokémon,377,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
732,Trumbeak,Normal,Flying,55,85,50,40,50,75,355,0.6,14.8,124,keen-eye|skill-link|pickup,pickup,gen-vii,False,False,False,black,wings,flying,,medium,120,70,Bugle Beak Pokémon,377,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
733,Toucannon,Normal,Flying,80,120,75,75,75,60,485,1.1,26.0,218,keen-eye|skill-link|sheer-force,sheer-force,gen-vii,False,False,False,black,wings,flying,,medium,45,70,Cannon Pokémon,377,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
734,Yungoos,Normal,,48,70,30,30,30,45,253,0.4,6.0,51,stakeout|strong-jaw|adaptability,adaptability,gen-vii,False,False,False,brown,quadruped,ground,,medium,255,70,Loitering Pokémon,378,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
735,Gumshoos,Normal,,88,110,60,55,60,45,418,0.7,14.2,146,stakeout|strong-jaw|adaptability,adaptability,gen-vii,False,False,False,brown,quadruped,ground,,medium,127,70,Stakeout Pokémon,378,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
736,Grubbin,Bug,,47,62,45,55,45,46,300,0.4,4.4,60,swarm,,gen-vii,False,False,False,gray,armor,bug,,medium,255,70,Larva Pokémon,379,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
737,Charjabug,Bug,Electric,57,82,95,55,75,36,400,0.5,10.5,140,battery,,gen-vii,False,False,False,green,squiggle,bug,,medium,120,70,Battery Pokémon,379,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
738,Vikavolt,Bug,Electric,77,70,90,145,75,43,500,1.5,45.0,225,levitate,,gen-vii,False,False,False,blue,armor,bug,,medium,45,70,Stag Beetle Pokémon,379,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
739,Crabrawler,Fighting,,47,82,57,42,47,63,338,0.6,7.0,68,hyper-cutter|iron-fist|anger-point,anger-point,gen-vii,False,False,False,purple,armor,water3,,medium,225,70,Boxing Pokémon,380,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
740,Crabominable,Fighting,Ice,97,132,77,62,67,43,478,1.7,180.0,167,hyper-cutter|iron-fist|anger-point,anger-point,gen-vii,False,False,False,white,armor,water3,,medium,60,70,Woolly Crab Pokémon,380,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
741,Oricorio-Baile,Fire,Flying,75,70,70,98,70,93,476,0.6,3.4,167,dancer,,gen-vii,False,False,False,red,wings,flying,,medium,45,70,Dancing Pokémon,381,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,304,0.1,0.2,61,honey-gather|shield-dust|sweet-veil,sweet-veil,gen-vii,False,False,False,yellow,armor,bug|fairy,,medium,190,70,Bee Fly Pokémon,382,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
743,Ribombee,Bug,Fairy,60,55,60,95,70,124,464,0.2,0.5,162,honey-gather|shield-dust|sweet-veil,sweet-veil,gen-vii,False,False,False,yellow,bug-wings,bug|fairy,,medium,75,70,Bee Fly Pokémon,382,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
744,Rockruff,Rock,,45,65,40,30,40,60,280,0.5,9.2,56,keen-eye|vital-spirit|steadfast,steadfast,gen-vii,False,False,False,brown,quadruped,ground,,medium,190,70,Puppy Pokémon,383,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
745,Lycanroc-Midday,Rock,,75,115,65,55,65,112,487,0.8,25.0,170,keen-eye|sand-rush|steadfast,steadfast,gen-vii,False,False,False,brown,quadruped,ground,,medium,90,70,Wolf Pokémon,383,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
746,Wishiwashi-Solo,Water,,45,20,20,25,25,40,175,0.2,0.3,61,schooling,,gen-vii,False,False,False,blue,fish,water2,,fast,60,70,Small Fry Pokémon,384,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
747,Mareanie,Poison,Water,50,53,62,43,52,45,305,0.4,8.0,61,merciless|limber|regenerator,regenerator,gen-vii,False,False,False,blue,blob,water1,,medium,190,70,Brutal Star Pokémon,385,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
748,Toxapex,Poison,Water,50,63,152,53,142,35,495,0.7,14.5,173,merciless|limber|regenerator,regenerator,gen-vii,False,False,False,blue,tentacles,water1,,medium,75,70,Brutal Star Pokémon,385,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
749,Mudbray,Ground,,70,100,70,45,55,45,385,1.0,110.0,77,own-tempo|stamina|inner-focus,inner-focus,gen-vii,False,False,False,brown,quadruped,ground,,medium,190,70,Donkey Pokémon,386,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
750,Mudsdale,Ground,,100,125,100,55,85,35,500,2.5,920.0,175,own-tempo|stamina|inner-focus,inner-focus,gen-vii,False,False,False,brown,quadruped,ground,,medium,60,70,Draft Horse Pokémon,386,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
751,Dewpider,Water,Bug,38,40,52,40,72,27,269,0.3,4.0,54,water-bubble|water-absorb,water-absorb,gen-vii,False,False,False,green,legs,water1|bug,,medium,200,70,Water Bubble Pokémon,387,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
752,Araquanid,Water,Bug,68,70,92,50,132,42,454,1.8,82.0,159,water-bubble|water-absorb,water-absorb,gen-vii,False,False,False,green,armor,water1|bug,,medium,100,70,Water Bubble Pokémon,387,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
753,Fomantis,Grass,,40,55,35,50,35,35,250,0.3,1.5,50,leaf-guard|contrary,contrary,gen-vii,False,False,False,pink,upright,plant,,medium,190,70,Sickle Grass Pokémon,388,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
754,Lurantis,Grass,,70,105,90,80,90,45,480,0.9,18.5,168,leaf-guard|contrary,contrary,gen-vii,False,False,False,pink,humanoid,plant,,medium,75,70,Bloom Sickle Pokémon,388,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
755,Morelull,Grass,Fairy,40,35,55,65,75,15,285,0.2,1.5,57,illuminate|effect-spore|rain-dish,rain-dish,gen-vii,False,False,False,purple,blob,plant,,medium,190,70,Illuminating Pokémon,389,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
756,Shiinotic,Grass,Fairy,60,45,80,90,100,30,405,1.0,11.5,142,illuminate|effect-spore|rain-dish,rain-dish,gen-vii,False,False,False,purple,humanoid,plant,,medium,75,70,Illuminating Pokémon,389,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
757,Salandit,Poison,Fire,48,44,40,71,40,77,320,0.6,4.8,64,corrosion|oblivious,oblivious,gen-vii,False,False,False,black,quadruped,monster|dragon,,medium,120,70,Toxic Lizard Pokémon,390,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
758,Salazzle,Poison,Fire,68,64,60,111,60,117,480,1.2,22.2,168,corrosion|oblivious,oblivious,gen-vii,False,False,False,black,quadruped,monster|dragon,,medium,45,70,Toxic Lizard Pokémon,390,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
759,Stufful,Normal,Fighting,70,75,50,45,50,50,340,0.5,6.8,68,fluffy|klutz|cute-charm,cute-charm,gen-vii,False,False,False,pink,quadruped,ground,,medium,140,70,Flailing Pokémon,391,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
760,Bewear,Normal,Fighting,120,125,80,55,60,60,500,2.1,135.0,175,fluffy|klutz|unnerve,unnerve,gen-vii,False,False,False,pink,upright,ground,,medium,70,70,Strong Arm Pokémon,391,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
761,Bounsweet,Grass,,42,30,38,30,38,32,210,0.3,3.2,42,leaf-guard|oblivious|sweet-veil,sweet-veil,gen-vii,False,False,False,purple,legs,plant,,medium-slow,235,70,Fruit Pokémon,392,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
762,Steenee,Grass,,52,40,48,40,48,62,290,0.7,8.2,102,leaf-guard|oblivious|sweet-veil,sweet-veil,gen-vii,False,False,False,purple,humanoid,plant,,medium-slow,120,70,Fruit Pokémon,392,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
763,Tsareena,Grass,,72,120,98,50,98,72,510,1.2,21.4,230,leaf-guard|queenly-majesty|sweet-veil,sweet-veil,gen-vii,False,False,False,purple,humanoid,plant,,medium-slow,45,70,Fruit Pokémon,392,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
764,Comfey,Fairy,,51,52,90,82,110,100,485,0.1,0.3,170,flower-veil|triage|natural-cure,natural-cure,gen-vii,False,False,False,green,ball,plant,,fast,60,70,Posy Picker Pokémon,393,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
765,Oranguru,Normal,Psychic,90,60,80,90,110,60,490,1.5,76.0,172,inner-focus|telepathy|symbiosis,symbiosis,gen-vii,False,False,False,white,humanoid,ground,,slow,45,70,Sage Pokémon,394,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
766,Passimian,Fighting,,100,120,90,40,60,80,490,2.0,82.8,172,receiver|defiant,defiant,gen-vii,False,False,False,white,upright,ground,,slow,45,70,Teamwork Pokémon,395,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
767,Wimpod,Bug,Water,25,35,40,20,30,80,230,0.5,12.0,46,wimp-out,,gen-vii,False,False,False,gray,tentacles,bug|water3,,medium,90,70,Turn Tail Pokémon,396,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
768,Golisopod,Bug,Water,75,125,140,60,90,40,530,2.0,108.0,186,emergency-exit,,gen-vii,False,False,False,gray,humanoid,bug|water3,,medium,45,70,Hard Scale Pokémon,396,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
769,Sandygast,Ghost,Ground,55,55,80,70,45,15,320,0.5,70.0,64,water-compaction|sand-veil,sand-veil,gen-vii,False,False,False,brown,squiggle,indeterminate,,medium,140,70,Sand Heap Pokémon,397,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
770,Palossand,Ghost,Ground,85,75,110,100,75,35,480,1.3,250.0,168,water-compaction|sand-veil,sand-veil,gen-vii,False,False,False,brown,squiggle,indeterminate,,medium,60,70,Sand Castle Pokémon,397,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
771,Pyukumuku,Water,,55,60,130,30,130,5,410,0.3,1.2,144,innards-out|unaware,unaware,gen-vii,False,False,False,black,squiggle,water1,,fast,60,70,Sea Cucumber Pokémon,398,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
772,Type-Null,Normal,,95,95,95,95,95,59,534,1.9,120.5,107,battle-armor,,gen-vii,True,False,False,gray,quadruped,no-eggs,,slow,3,0,Synthetic Pokémon,399,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
773,Silvally,Normal,,95,95,95,95,95,95,570,2.3,100.5,257,rks-system,,gen-vii,True,False,False,gray,quadruped,no-eggs,,slow,3,0,Synthetic Pokémon,399,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
774,Minior-Red-Meteor,Rock,Flying,60,60,100,60,100,60,440,0.3,40.0,154,shields-down,,gen-vii,False,False,False,brown,ball,mineral,,medium-slow,30,70,Meteor Pokémon,400,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
775,Komala,Normal,,65,115,65,75,95,65,480,0.4,19.9,168,comatose,,gen-vii,False,False,False,blue,humanoid,ground,,slow,45,70,Drowsing Pokémon,401,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
776,Turtonator,Fire,Dragon,60,78,135,91,85,36,485,2.0,212.0,170,shell-armor,,gen-vii,False,False,False,red,upright,monster|dragon,,medium,70,70,Blast Turtle Pokémon,402,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
777,Togedemaru,Electric,Steel,65,98,63,40,73,96,435,0.3,3.3,152,iron-barbs|lightning-rod|sturdy,sturdy,gen-vii,False,False,False,gray,upright,ground|fairy,,medium,180,70,Roly-Poly Pokémon,403,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
778,Mimikyu-Disguised,Ghost,Fairy,55,90,80,50,105,96,476,0.2,0.7,167,disguise,,gen-vii,False,False,False,yellow,squiggle,indeterminate,,medium,45,70,Disguise Pokémon,404,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
779,Bruxish,Water,Psychic,68,105,70,70,70,92,475,0.9,19.0,166,dazzling|strong-jaw|wonder-skin,wonder-skin,gen-vii,False,False,False,pink,fish,water2,,medium,80,70,Gnash Teeth Pokémon,405,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
780,Drampa,Normal,Dragon,78,60,85,135,91,36,485,3.0,185.0,170,berserk|sap-sipper|cloud-nine,cloud-nine,gen-vii,False,False,False,white,squiggle,monster|dragon,,medium,70,70,Placid Pokémon,406,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
781,Dhelmise,Ghost,Grass,70,131,100,86,90,40,517,3.9,210.0,181,steelworker,,gen-vii,False,False,False,green,blob,mineral,,medium,25,70,Sea Creeper Pokémon,407,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
782,Jangmo-O,Dragon,,45,55,65,45,45,45,300,0.6,29.7,60,bulletproof|soundproof|overcoat,overcoat,gen-vii,False,False,False,gray,quadruped,dragon,,slow,45,70,Scaly Pokémon,408,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
783,Hakamo-O,Dragon,Fighting,55,75,90,65,70,65,420,1.2,47.0,147,bulletproof|soundproof|overcoat,overcoat,gen-vii,False,False,False,gray,upright,dragon,,slow,45,70,Scaly Pokémon,408,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
784,Kommo-O,Dragon,Fighting,75,110,125,100,105,85,600,1.6,78.2,270,bulletproof|soundproof|overcoat,overcoat,gen-vii,False,False,False,gray,upright,dragon,,slow,45,70,Scaly Pokémon,408,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
785,Tapu-Koko,Electric,Fairy,70,115,85,95,75,130,570,1.8,20.5,257,electric-surge|telepathy,telepathy,gen-vii,True,False,False,yellow,arms,no-eggs,,slow,3,70,Land Spirit Pokémon,409,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
786,Tapu-Lele,Psychic,Fairy,70,85,75,130,115,95,570,1.2,18.6,257,psychic-surge|telepathy,telepathy,gen-vii,True,False,False,pink,arms,no-eggs,,slow,3,70,Land Spirit Pokémon,410,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
787,Tapu-Bulu,Grass,Fairy,70,130,115,85,95,75,570,1.9,45.5,257,grassy-surge|telepathy,telepathy,gen-vii,True,False,False,red,arms,no-eggs,,slow,3,70,Land Spirit Pokémon,411,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
